37,-36_-37,0_-0.3066946886403774_-0.3066946886403774_0,0_0
38,-38,1.381708715159855,-0.7292080811946118
38,-36_-38,0_-0.2910455212339024_-0.2910455212339024_0,0_0
39,-39,2.03942671577393,4.525779243119827
39,-37_-39,0_-0.8988894840319908_-0.8988894840319908_0,0_0
39,-38_-39,0_-0.6260739472478787_-0.6260739472478787_0,0_0
40,-40,39.70133379067083,148.8502802081833
40,-38_-40,0_-0.4860302711270409_-0.4860302711270409_0,0_0
40,-39_-40,0_-0.2817798084253577_-0.2817798084253577_0,0_0
41,-41,169.2490600140053,-301.0727643707039
41,-40_-41,0_-78.40021591687847_-78.40021591687847_0,0_0
42,-42,6.606134307157879,-14.60213885983192
42,-41_-42,0_-6.600995617310716_-6.600995617310716_0,0_0
43,-43,64.37331393745457,192.8805314728875
43,-40_-43,0_47.31420776720898_47.31420776720898_0,0_0
43,-41_-43,0_-100.4465333482738_-100.4465333482738_0,0_0
44,-44,8.190550403317101,1.072283753503726
44,-42_-44,0_-0.5231466792295694_-0.5231466792295694_0,0_0
45,-45,4.245410365342019,-2.118451424142087
45,-43_-45,0_-0.4686918435938354_-0.4686918435938354_0,0_0
45,-44_-45,0_-1.329456580337454_-1.329456580337454_0,0_0
46,-46,3.303709908729692,3.635895044952528
46,-43_-46,0_-0.5827650828794557_-0.5827650828794557_0,0_0
46,-45_-46,0_-2.125993788526876_-2.125993788526876_0,0_0
47,-47,9.072488835389668,-4.690792391981844
47,-44_-47,0_-6.214869729010861_-6.214869729010861_0,0_0
47,-45_-47,0_-0.4580129088565856_-0.4580129088565856_0,0_0
48,-48,10.25455966429684,10.10246652879178
48,-46_-48,0_-0.3839672054861429_-0.3839672054861429_0,0_0
48,-47_-48,0_-0.6583787501272791_-0.6583787501272791_0,0_0
49,-49,2.93965642096949,2.008806095418133
49,-47_-49,0_-2.099587082576951_-2.099587082576951_0,0_0
50,-50,6.56788476678202,-18.41483585267866
50,-49_-50,0_-0.4930069424148693_-0.4930069424148693_0,0_0
50,-50_-51,0_-6.782031979235198_-6.782031979235198_0,0_0
51,-51,20.78295182011903,19.70339918531604
51,-48_-51,0_-8.624558060846965_-8.624558060846965_0,0_0
51,-49_-51,0_-0.1528946865114325_-0.1528946865114325_0,0_0
52,-52,5.85719169005967,0.5264922634618046
52,-51_-52,0_-4.548815761816506_-4.548815761816506_0,0_0
53,-53,4.011825035042394,-0.586076875575877
53,-52_-53,0_-1.269996899205638_-1.269996899205638_0,0_0
54,-54,2.751918652885988,-1.130614164868902
54,-53_-54,0_-2.780321034560922_-2.780321034560922_0,0_0
1,1,1,0
2,2,1,0
3,3,1,0
4,4,1,0
5,5,1,0
6,6,1,0
7,7,1,0
8,8,1,0
9,9,1,0
10,10,1,0
11,11,1,0
12,12,1,0
13,13,1,0
14,14,1,0
15,15,1,0
16,16,1,0
17,17,1,0
18,18,1,0
19,19,1,0
20,20,1,0
21,21,1,0
22,22,1,0
23,23,1,0
24,24,1,0
25,25,1,0
26,26,1,0
27,27,1,0
28,28,1,0
29,29,1,0
30,30,1,0
31,31,1,0
32,32,1,0
33,33,1,0
34,34,1,0
35,35,1,0
36,36,1,0
37,37,1,0
38,38,1,0
39,39,1,0
40,40,1,0
41,41,1,0
42,42,1,0
43,43,1,0
44,44,1,0
45,45,1,0
46,46,1,0
47,47,1,0
48,48,1,0
49,49,1,0
50,50,1,0
51,51,1,0
52,52,1,0
53,53,1,0
54,54,1,0
1,-1_1,100_100_100_100_,2495.22051069593_2495.22051069593_
2,-2_2,100_100_100_100_,2428.17728847307_2428.17728847307_
3,-3_3,100_100_100_100_,2305.72811334971_2305.72811334971_
4,-4_4,100_100_100_100_,2485.30360772454_2485.30360772454_
5,-5_5,100_100_100_100_,0_0_
6,-6_6,100_100_100_100_,2312.74583413722_2312.74583413722_
7,-7_7,100_100_100_100_,2217.26428119516_2217.26428119516_
8,-8_8,100_100_100_100_,2327.44431033206_2327.44431033206_
9,-9_9,100_100_100_100_,2345.27035021448_2345.27035021448_
10,-10_10,100_100_100_100_,2148.11686484801_2148.11686484801_
11,-11_11,100_100_100_100_,1988.99228679516_1988.99228679516_
12,-12_12,100_100_100_100_,2014.51653359677_2014.51653359677_
13,-13_13,100_100_100_100_,2151.2642271893_2151.2642271893_
14,-14_14,100_100_100_100_,2116.91764011726_2116.91764011726_
15,-15_15,100_100_100_100_,2493.4987484002_2493.4987484002_
16,-16_16,100_100_100_100_,2216.81903376481_2216.81903376481_
17,-17_17,100_100_100_100_,2354.43576372891_2354.43576372891_
18,-18_18,100_100_100_100_,2546.71915816336_2546.71915816336_
19,-19_19,100_100_100_100_,2174.87155221029_2174.87155221029_
20,-20_20,100_100_100_100_,2363.14197196627_2363.14197196627_
21,-21_21,100_100_100_100_,2484.62771191699_2484.62771191699_
22,-22_22,100_100_100_100_,2447.50769584183_2447.50769584183_
23,-23_23,100_100_100_100_,2494.73493695335_2494.73493695335_
24,-24_24,100_100_100_100_,2735.60473697927_2735.60473697927_
25,-25_25,100_100_100_100_,2630.76631173452_2630.76631173452_
26,-26_26,100_100_100_100_,2481.75105559871_2481.75105559871_
27,-27_27,100_100_100_100_,2701.23340649168_2701.23340649168_
28,-28_28,100_100_100_100_,2826.21401651013_2826.21401651013_
29,-29_29,100_100_100_100_,2684.73705025338_2684.73705025338_
30,-30_30,100_100_100_100_,2833.23692896998_2833.23692896998_
31,-31_31,100_100_100_100_,2479.77942073164_2479.77942073164_
32,-32_32,100_100_100_100_,2503.92384453149_2503.92384453149_
33,-33_33,100_100_100_100_,2520.10202319635_2520.10202319635_
34,-34_34,100_100_100_100_,2604.65318252976_2604.65318252976_
35,-35_35,100_100_100_100_,2674.43197439479_2674.43197439479_
36,-36_36,100_100_100_100_,2741.55231493125_2741.55231493125_
37,-37_37,100_100_100_100_,2721.2502035746_2721.2502035746_
38,-38_38,100_100_100_100_,2622.27057075971_2622.27057075971_
39,-39_39,100_100_100_100_,2653.23519093545_2653.23519093545_
40,-40_40,100_100_100_100_,2599.15370242813_2599.15370242813_
41,-41_41,100_100_100_100_,2335.72937787724_2335.72937787724_
42,-42_42,100_100_100_100_,2328.74329650166_2328.74329650166_
43,-43_43,100_100_100_100_,2787.33450537815_2787.33450537815_
44,-44_44,100_100_100_100_,2306.68447164991_2306.68447164991_
45,-45_45,100_100_100_100_,2322.81970851103_2322.81970851103_
46,-46_46,100_100_100_100_,2362.05541155044_2362.05541155044_
47,-47_47,100_100_100_100_,2081.12946186552_2081.12946186552_
48,-48_48,100_100_100_100_,2231.97903135032_2231.97903135032_
49,-49_49,100_100_100_100_,2203.40344288038_2203.40344288038_
50,-50_50,100_100_100_100_,2259.67235801467_2259.67235801467_
51,-51_51,100_100_100_100_,2314.75725135089_2314.75725135089_
52,-52_52,100_100_100_100_,1871.1834298913_1871.1834298913_
53,-53_53,100_100_100_100_,1914.92145875793_1914.92145875793_
54,-54_54,100_100_100_100_,1836.25784126082_1836.25784126082_
Done,0,0,0
