60,40,1_0.1353352832366127_0.1353352832366127_1
21,41,1_0.1353352832366127_0.1353352832366127_1
42,41,1_0.1353352832366127_0.1353352832366127_1
61,41,1_0.1353352832366127_0.1353352832366127_1
22,42,1_0.1353352832366127_0.1353352832366127_1
41,42,1_0.1353352832366127_0.1353352832366127_1
43,42,1_0.1353352832366127_0.1353352832366127_1
62,42,1_0.1353352832366127_0.1353352832366127_1
23,43,1_0.1353352832366127_0.1353352832366127_1
42,43,1_0.1353352832366127_0.1353352832366127_1
44,43,1_0.1353352832366127_0.1353352832366127_1
63,43,1_0.1353352832366127_0.1353352832366127_1
24,44,1_0.1353352832366127_0.1353352832366127_1
43,44,1_0.1353352832366127_0.1353352832366127_1
45,44,1_0.1353352832366127_0.1353352832366127_1
64,44,1_0.1353352832366127_0.1353352832366127_1
25,45,1_0.1353352832366127_0.1353352832366127_1
44,45,1_0.1353352832366127_0.1353352832366127_1
46,45,1_0.1353352832366127_0.1353352832366127_1
65,45,1_0.1353352832366127_0.1353352832366127_1
26,46,1_0.1353352832366127_0.1353352832366127_1
45,46,1_0.1353352832366127_0.1353352832366127_1
47,46,1_0.1353352832366127_0.1353352832366127_1
66,46,1_0.1353352832366127_0.1353352832366127_1
27,47,1_0.1353352832366127_0.1353352832366127_1
46,47,1_0.1353352832366127_0.1353352832366127_1
48,47,1_0.1353352832366127_0.1353352832366127_1
67,47,1_0.1353352832366127_0.1353352832366127_1
28,48,1_0.1353352832366127_0.1353352832366127_1
47,48,1_0.1353352832366127_0.1353352832366127_1
49,48,1_0.1353352832366127_0.1353352832366127_1
68,48,1_0.1353352832366127_0.1353352832366127_1
29,49,1_0.1353352832366127_0.1353352832366127_1
48,49,1_0.1353352832366127_0.1353352832366127_1
50,49,1_0.1353352832366127_0.1353352832366127_1
69,49,1_0.1353352832366127_0.1353352832366127_1
30,50,1_0.1353352832366127_0.1353352832366127_1
49,50,1_0.1353352832366127_0.1353352832366127_1
51,50,1_0.1353352832366127_0.1353352832366127_1
70,50,1_0.1353352832366127_0.1353352832366127_1
31,51,1_0.1353352832366127_0.1353352832366127_1
50,51,1_0.1353352832366127_0.1353352832366127_1
52,51,1_0.1353352832366127_0.1353352832366127_1
71,51,1_0.1353352832366127_0.1353352832366127_1
32,52,1_0.1353352832366127_0.1353352832366127_1
51,52,1_0.1353352832366127_0.1353352832366127_1
53,52,1_0.1353352832366127_0.1353352832366127_1
72,52,1_0.1353352832366127_0.1353352832366127_1
33,53,1_0.1353352832366127_0.1353352832366127_1
52,53,1_0.1353352832366127_0.1353352832366127_1
54,53,1_0.1353352832366127_0.1353352832366127_1
73,53,1_0.1353352832366127_0.1353352832366127_1
34,54,1_0.1353352832366127_0.1353352832366127_1
53,54,1_0.1353352832366127_0.1353352832366127_1
55,54,1_0.1353352832366127_0.1353352832366127_1
74,54,1_0.1353352832366127_0.1353352832366127_1
35,55,1_0.1353352832366127_0.1353352832366127_1
54,55,1_0.1353352832366127_0.1353352832366127_1
56,55,1_0.1353352832366127_0.1353352832366127_1
75,55,1_0.1353352832366127_0.1353352832366127_1
36,56,1_0.1353352832366127_0.1353352832366127_1
55,56,1_0.1353352832366127_0.1353352832366127_1
57,56,1_0.1353352832366127_0.1353352832366127_1
76,56,1_0.1353352832366127_0.1353352832366127_1
37,57,1_0.1353352832366127_0.1353352832366127_1
56,57,1_0.1353352832366127_0.1353352832366127_1
58,57,1_0.1353352832366127_0.1353352832366127_1
77,57,1_0.1353352832366127_0.1353352832366127_1
38,58,1_0.1353352832366127_0.1353352832366127_1
57,58,1_0.1353352832366127_0.1353352832366127_1
59,58,1_0.1353352832366127_0.1353352832366127_1
78,58,1_0.1353352832366127_0.1353352832366127_1
39,59,1_0.1353352832366127_0.1353352832366127_1
58,59,1_0.1353352832366127_0.1353352832366127_1
60,59,1_0.1353352832366127_0.1353352832366127_1
79,59,1_0.1353352832366127_0.1353352832366127_1
40,60,1_0.1353352832366127_0.1353352832366127_1
59,60,1_0.1353352832366127_0.1353352832366127_1
80,60,1_0.1353352832366127_0.1353352832366127_1
41,61,1_0.1353352832366127_0.1353352832366127_1
62,61,1_0.1353352832366127_0.1353352832366127_1
81,61,1_0.1353352832366127_0.1353352832366127_1
42,62,1_0.1353352832366127_0.1353352832366127_1
61,62,1_0.1353352832366127_0.1353352832366127_1
63,62,1_0.1353352832366127_0.1353352832366127_1
82,62,1_0.1353352832366127_0.1353352832366127_1
43,63,1_0.1353352832366127_0.1353352832366127_1
62,63,1_0.1353352832366127_0.1353352832366127_1
64,63,1_0.1353352832366127_0.1353352832366127_1
83,63,1_0.1353352832366127_0.1353352832366127_1
44,64,1_0.1353352832366127_0.1353352832366127_1
63,64,1_0.1353352832366127_0.1353352832366127_1
65,64,1_0.1353352832366127_0.1353352832366127_1
84,64,1_0.1353352832366127_0.1353352832366127_1
45,65,1_0.1353352832366127_0.1353352832366127_1
64,65,1_0.1353352832366127_0.1353352832366127_1
66,65,1_0.1353352832366127_0.1353352832366127_1
85,65,1_0.1353352832366127_0.1353352832366127_1
46,66,1_0.1353352832366127_0.1353352832366127_1
65,66,1_0.1353352832366127_0.1353352832366127_1
67,66,1_0.1353352832366127_0.1353352832366127_1
86,66,1_0.1353352832366127_0.1353352832366127_1
47,67,1_0.1353352832366127_0.1353352832366127_1
66,67,1_0.1353352832366127_0.1353352832366127_1
68,67,1_0.1353352832366127_0.1353352832366127_1
87,67,1_0.1353352832366127_0.1353352832366127_1
48,68,1_0.1353352832366127_0.1353352832366127_1
67,68,1_0.1353352832366127_0.1353352832366127_1
69,68,1_0.1353352832366127_0.1353352832366127_1
88,68,1_0.1353352832366127_0.1353352832366127_1
49,69,1_0.1353352832366127_0.1353352832366127_1
68,69,1_0.1353352832366127_0.1353352832366127_1
70,69,1_0.1353352832366127_0.1353352832366127_1
89,69,1_0.1353352832366127_0.1353352832366127_1
50,70,1_0.1353352832366127_0.1353352832366127_1
69,70,1_0.1353352832366127_0.1353352832366127_1
71,70,1_0.1353352832366127_0.1353352832366127_1
90,70,1_0.1353352832366127_0.1353352832366127_1
51,71,1_0.1353352832366127_0.1353352832366127_1
70,71,1_0.1353352832366127_0.1353352832366127_1
72,71,1_0.1353352832366127_0.1353352832366127_1
91,71,1_0.1353352832366127_0.1353352832366127_1
52,72,1_0.1353352832366127_0.1353352832366127_1
71,72,1_0.1353352832366127_0.1353352832366127_1
73,72,1_0.1353352832366127_0.1353352832366127_1
92,72,1_0.1353352832366127_0.1353352832366127_1
53,73,1_0.1353352832366127_0.1353352832366127_1
72,73,1_0.1353352832366127_0.1353352832366127_1
74,73,1_0.1353352832366127_0.1353352832366127_1
93,73,1_0.1353352832366127_0.1353352832366127_1
54,74,1_0.1353352832366127_0.1353352832366127_1
73,74,1_0.1353352832366127_0.1353352832366127_1
75,74,1_0.1353352832366127_0.1353352832366127_1
94,74,1_0.1353352832366127_0.1353352832366127_1
55,75,1_0.1353352832366127_0.1353352832366127_1
74,75,1_0.1353352832366127_0.1353352832366127_1
76,75,1_0.1353352832366127_0.1353352832366127_1
95,75,1_0.1353352832366127_0.1353352832366127_1
56,76,1_0.1353352832366127_0.1353352832366127_1
75,76,1_0.1353352832366127_0.1353352832366127_1
77,76,1_0.1353352832366127_0.1353352832366127_1
96,76,1_0.1353352832366127_0.1353352832366127_1
57,77,1_0.1353352832366127_0.1353352832366127_1
76,77,1_0.1353352832366127_0.1353352832366127_1
78,77,1_0.1353352832366127_0.1353352832366127_1
97,77,1_0.1353352832366127_0.1353352832366127_1
58,78,1_0.1353352832366127_0.1353352832366127_1
77,78,1_0.1353352832366127_0.1353352832366127_1
79,78,1_0.1353352832366127_0.1353352832366127_1
98,78,1_0.1353352832366127_0.1353352832366127_1
59,79,1_0.1353352832366127_0.1353352832366127_1
78,79,1_0.1353352832366127_0.1353352832366127_1
80,79,1_0.1353352832366127_0.1353352832366127_1
99,79,1_0.1353352832366127_0.1353352832366127_1
60,80,1_0.1353352832366127_0.1353352832366127_1
79,80,1_0.1353352832366127_0.1353352832366127_1
100,80,1_0.1353352832366127_0.1353352832366127_1
61,81,1_0.1353352832366127_0.1353352832366127_1
82,81,1_0.1353352832366127_0.1353352832366127_1
101,81,1_0.1353352832366127_0.1353352832366127_1
62,82,1_0.1353352832366127_0.1353352832366127_1
81,82,1_0.1353352832366127_0.1353352832366127_1
83,82,1_0.1353352832366127_0.1353352832366127_1
102,82,1_0.1353352832366127_0.1353352832366127_1
63,83,1_0.1353352832366127_0.1353352832366127_1
82,83,1_0.1353352832366127_0.1353352832366127_1
84,83,1_0.1353352832366127_0.1353352832366127_1
103,83,1_0.1353352832366127_0.1353352832366127_1
64,84,1_0.1353352832366127_0.1353352832366127_1
83,84,1_0.1353352832366127_0.1353352832366127_1
85,84,1_0.1353352832366127_0.1353352832366127_1
104,84,1_0.1353352832366127_0.1353352832366127_1
65,85,1_0.1353352832366127_0.1353352832366127_1
84,85,1_0.1353352832366127_0.1353352832366127_1
86,85,1_0.1353352832366127_0.1353352832366127_1
105,85,1_0.1353352832366127_0.1353352832366127_1
66,86,1_0.1353352832366127_0.1353352832366127_1
85,86,1_0.1353352832366127_0.1353352832366127_1
87,86,1_0.1353352832366127_0.1353352832366127_1
106,86,1_0.1353352832366127_0.1353352832366127_1
67,87,1_0.1353352832366127_0.1353352832366127_1
86,87,1_0.1353352832366127_0.1353352832366127_1
88,87,1_0.1353352832366127_0.1353352832366127_1
107,87,1_0.1353352832366127_0.1353352832366127_1
68,88,1_0.1353352832366127_0.1353352832366127_1
87,88,1_0.1353352832366127_0.1353352832366127_1
89,88,1_0.1353352832366127_0.1353352832366127_1
108,88,1_0.1353352832366127_0.1353352832366127_1
69,89,1_0.1353352832366127_0.1353352832366127_1
88,89,1_0.1353352832366127_0.1353352832366127_1
90,89,1_0.1353352832366127_0.1353352832366127_1
109,89,1_0.1353352832366127_0.1353352832366127_1
70,90,1_0.1353352832366127_0.1353352832366127_1
89,90,1_0.1353352832366127_0.1353352832366127_1
91,90,1_0.1353352832366127_0.1353352832366127_1
110,90,1_0.1353352832366127_0.1353352832366127_1
71,91,1_0.1353352832366127_0.1353352832366127_1
90,91,1_0.1353352832366127_0.1353352832366127_1
92,91,1_0.1353352832366127_0.1353352832366127_1
111,91,1_0.1353352832366127_0.1353352832366127_1
72,92,1_0.1353352832366127_0.1353352832366127_1
91,92,1_0.1353352832366127_0.1353352832366127_1
93,92,1_0.1353352832366127_0.1353352832366127_1
112,92,1_0.1353352832366127_0.1353352832366127_1
73,93,1_0.1353352832366127_0.1353352832366127_1
92,93,1_0.1353352832366127_0.1353352832366127_1
94,93,1_0.1353352832366127_0.1353352832366127_1
113,93,1_0.1353352832366127_0.1353352832366127_1
74,94,1_0.1353352832366127_0.1353352832366127_1
93,94,1_0.1353352832366127_0.1353352832366127_1
95,94,1_0.1353352832366127_0.1353352832366127_1
114,94,1_0.1353352832366127_0.1353352832366127_1
75,95,1_0.1353352832366127_0.1353352832366127_1
94,95,1_0.1353352832366127_0.1353352832366127_1
96,95,1_0.1353352832366127_0.1353352832366127_1
115,95,1_0.1353352832366127_0.1353352832366127_1
76,96,1_0.1353352832366127_0.1353352832366127_1
95,96,1_0.1353352832366127_0.1353352832366127_1
97,96,1_0.1353352832366127_0.1353352832366127_1
116,96,1_0.1353352832366127_0.1353352832366127_1
77,97,1_0.1353352832366127_0.1353352832366127_1
96,97,1_0.1353352832366127_0.1353352832366127_1
98,97,1_0.1353352832366127_0.1353352832366127_1
117,97,1_0.1353352832366127_0.1353352832366127_1
78,98,1_0.1353352832366127_0.1353352832366127_1
97,98,1_0.1353352832366127_0.1353352832366127_1
99,98,1_0.1353352832366127_0.1353352832366127_1
118,98,1_0.1353352832366127_0.1353352832366127_1
79,99,1_0.1353352832366127_0.1353352832366127_1
98,99,1_0.1353352832366127_0.1353352832366127_1
100,99,1_0.1353352832366127_0.1353352832366127_1
119,99,1_0.1353352832366127_0.1353352832366127_1
80,100,1_0.1353352832366127_0.1353352832366127_1
99,100,1_0.1353352832366127_0.1353352832366127_1
120,100,1_0.1353352832366127_0.1353352832366127_1
81,101,1_0.1353352832366127_0.1353352832366127_1
102,101,1_0.1353352832366127_0.1353352832366127_1
121,101,1_0.1353352832366127_0.1353352832366127_1
82,102,1_0.1353352832366127_0.1353352832366127_1
101,102,1_0.1353352832366127_0.1353352832366127_1
103,102,1_0.1353352832366127_0.1353352832366127_1
122,102,1_0.1353352832366127_0.1353352832366127_1
83,103,1_0.1353352832366127_0.1353352832366127_1
102,103,1_0.1353352832366127_0.1353352832366127_1
104,103,1_0.1353352832366127_0.1353352832366127_1
123,103,1_0.1353352832366127_0.1353352832366127_1
84,104,1_0.1353352832366127_0.1353352832366127_1
103,104,1_0.1353352832366127_0.1353352832366127_1
105,104,1_0.1353352832366127_0.1353352832366127_1
124,104,1_0.1353352832366127_0.1353352832366127_1
85,105,1_0.1353352832366127_0.1353352832366127_1
104,105,1_0.1353352832366127_0.1353352832366127_1
106,105,1_0.1353352832366127_0.1353352832366127_1
125,105,1_0.1353352832366127_0.1353352832366127_1
86,106,1_0.1353352832366127_0.1353352832366127_1
105,106,1_0.1353352832366127_0.1353352832366127_1
107,106,1_0.1353352832366127_0.1353352832366127_1
126,106,1_0.1353352832366127_0.1353352832366127_1
87,107,1_0.1353352832366127_0.1353352832366127_1
106,107,1_0.1353352832366127_0.1353352832366127_1
108,107,1_0.1353352832366127_0.1353352832366127_1
127,107,1_0.1353352832366127_0.1353352832366127_1
88,108,1_0.1353352832366127_0.1353352832366127_1
107,108,1_0.1353352832366127_0.1353352832366127_1
109,108,1_0.1353352832366127_0.1353352832366127_1
128,108,1_0.1353352832366127_0.1353352832366127_1
89,109,1_0.1353352832366127_0.1353352832366127_1
108,109,1_0.1353352832366127_0.1353352832366127_1
110,109,1_0.1353352832366127_0.1353352832366127_1
129,109,1_0.1353352832366127_0.1353352832366127_1
90,110,1_0.1353352832366127_0.1353352832366127_1
109,110,1_0.1353352832366127_0.1353352832366127_1
111,110,1_0.1353352832366127_0.1353352832366127_1
130,110,1_0.1353352832366127_0.1353352832366127_1
91,111,1_0.1353352832366127_0.1353352832366127_1
110,111,1_0.1353352832366127_0.1353352832366127_1
112,111,1_0.1353352832366127_0.1353352832366127_1
131,111,1_0.1353352832366127_0.1353352832366127_1
92,112,1_0.1353352832366127_0.1353352832366127_1
111,112,1_0.1353352832366127_0.1353352832366127_1
113,112,1_0.1353352832366127_0.1353352832366127_1
132,112,1_0.1353352832366127_0.1353352832366127_1
93,113,1_0.1353352832366127_0.1353352832366127_1
112,113,1_0.1353352832366127_0.1353352832366127_1
114,113,1_0.1353352832366127_0.1353352832366127_1
133,113,1_0.1353352832366127_0.1353352832366127_1
94,114,1_0.1353352832366127_0.1353352832366127_1
113,114,1_0.1353352832366127_0.1353352832366127_1
115,114,1_0.1353352832366127_0.1353352832366127_1
134,114,1_0.1353352832366127_0.1353352832366127_1
95,115,1_0.1353352832366127_0.1353352832366127_1
114,115,1_0.1353352832366127_0.1353352832366127_1
116,115,1_0.1353352832366127_0.1353352832366127_1
135,115,1_0.1353352832366127_0.1353352832366127_1
96,116,1_0.1353352832366127_0.1353352832366127_1
115,116,1_0.1353352832366127_0.1353352832366127_1
117,116,1_0.1353352832366127_0.1353352832366127_1
136,116,1_0.1353352832366127_0.1353352832366127_1
97,117,1_0.1353352832366127_0.1353352832366127_1
116,117,1_0.1353352832366127_0.1353352832366127_1
118,117,1_0.1353352832366127_0.1353352832366127_1
137,117,1_0.1353352832366127_0.1353352832366127_1
98,118,1_0.1353352832366127_0.1353352832366127_1
117,118,1_0.1353352832366127_0.1353352832366127_1
119,118,1_0.1353352832366127_0.1353352832366127_1
138,118,1_0.1353352832366127_0.1353352832366127_1
99,119,1_0.1353352832366127_0.1353352832366127_1
118,119,1_0.1353352832366127_0.1353352832366127_1
120,119,1_0.1353352832366127_0.1353352832366127_1
139,119,1_0.1353352832366127_0.1353352832366127_1
100,120,1_0.1353352832366127_0.1353352832366127_1
119,120,1_0.1353352832366127_0.1353352832366127_1
140,120,1_0.1353352832366127_0.1353352832366127_1
101,121,1_0.1353352832366127_0.1353352832366127_1
122,121,1_0.1353352832366127_0.1353352832366127_1
141,121,1_0.1353352832366127_0.1353352832366127_1
102,122,1_0.1353352832366127_0.1353352832366127_1
121,122,1_0.1353352832366127_0.1353352832366127_1
123,122,1_0.1353352832366127_0.1353352832366127_1
142,122,1_0.1353352832366127_0.1353352832366127_1
103,123,1_0.1353352832366127_0.1353352832366127_1
122,123,1_0.1353352832366127_0.1353352832366127_1
124,123,1_0.1353352832366127_0.1353352832366127_1
143,123,1_0.1353352832366127_0.1353352832366127_1
104,124,1_0.1353352832366127_0.1353352832366127_1
123,124,1_0.1353352832366127_0.1353352832366127_1
125,124,1_0.1353352832366127_0.1353352832366127_1
144,124,1_0.1353352832366127_0.1353352832366127_1
105,125,1_0.1353352832366127_0.1353352832366127_1
124,125,1_0.1353352832366127_0.1353352832366127_1
126,125,1_0.1353352832366127_0.1353352832366127_1
145,125,1_0.1353352832366127_0.1353352832366127_1
106,126,1_0.1353352832366127_0.1353352832366127_1
125,126,1_0.1353352832366127_0.1353352832366127_1
127,126,1_0.1353352832366127_0.1353352832366127_1
146,126,1_0.1353352832366127_0.1353352832366127_1
107,127,1_0.1353352832366127_0.1353352832366127_1
126,127,1_0.1353352832366127_0.1353352832366127_1
128,127,1_0.1353352832366127_0.1353352832366127_1
147,127,1_0.1353352832366127_0.1353352832366127_1
108,128,1_0.1353352832366127_0.1353352832366127_1
127,128,1_0.1353352832366127_0.1353352832366127_1
129,128,1_0.1353352832366127_0.1353352832366127_1
148,128,1_0.1353352832366127_0.1353352832366127_1
109,129,1_0.1353352832366127_0.1353352832366127_1
128,129,1_0.1353352832366127_0.1353352832366127_1
130,129,1_0.1353352832366127_0.1353352832366127_1
149,129,1_0.1353352832366127_0.1353352832366127_1
110,130,1_0.1353352832366127_0.1353352832366127_1
129,130,1_0.1353352832366127_0.1353352832366127_1
131,130,1_0.1353352832366127_0.1353352832366127_1
150,130,1_0.1353352832366127_0.1353352832366127_1
111,131,1_0.1353352832366127_0.1353352832366127_1
130,131,1_0.1353352832366127_0.1353352832366127_1
132,131,1_0.1353352832366127_0.1353352832366127_1
151,131,1_0.1353352832366127_0.1353352832366127_1
112,132,1_0.1353352832366127_0.1353352832366127_1
131,132,1_0.1353352832366127_0.1353352832366127_1
133,132,1_0.1353352832366127_0.1353352832366127_1
152,132,1_0.1353352832366127_0.1353352832366127_1
113,133,1_0.1353352832366127_0.1353352832366127_1
132,133,1_0.1353352832366127_0.1353352832366127_1
134,133,1_0.1353352832366127_0.1353352832366127_1
153,133,1_0.1353352832366127_0.1353352832366127_1
114,134,1_0.1353352832366127_0.1353352832366127_1
133,134,1_0.1353352832366127_0.1353352832366127_1
135,134,1_0.1353352832366127_0.1353352832366127_1
154,134,1_0.1353352832366127_0.1353352832366127_1
115,135,1_0.1353352832366127_0.1353352832366127_1
134,135,1_0.1353352832366127_0.1353352832366127_1
136,135,1_0.1353352832366127_0.1353352832366127_1
155,135,1_0.1353352832366127_0.1353352832366127_1
116,136,1_0.1353352832366127_0.1353352832366127_1
135,136,1_0.1353352832366127_0.1353352832366127_1
137,136,1_0.1353352832366127_0.1353352832366127_1
156,136,1_0.1353352832366127_0.1353352832366127_1
117,137,1_0.1353352832366127_0.1353352832366127_1
136,137,1_0.1353352832366127_0.1353352832366127_1
138,137,1_0.1353352832366127_0.1353352832366127_1
157,137,1_0.1353352832366127_0.1353352832366127_1
118,138,1_0.1353352832366127_0.1353352832366127_1
137,138,1_0.1353352832366127_0.1353352832366127_1
139,138,1_0.1353352832366127_0.1353352832366127_1
158,138,1_0.1353352832366127_0.1353352832366127_1
119,139,1_0.1353352832366127_0.1353352832366127_1
138,139,1_0.1353352832366127_0.1353352832366127_1
140,139,1_0.1353352832366127_0.1353352832366127_1
159,139,1_0.1353352832366127_0.1353352832366127_1
120,140,1_0.1353352832366127_0.1353352832366127_1
139,140,1_0.1353352832366127_0.1353352832366127_1
160,140,1_0.1353352832366127_0.1353352832366127_1
121,141,1_0.1353352832366127_0.1353352832366127_1
142,141,1_0.1353352832366127_0.1353352832366127_1
161,141,1_0.1353352832366127_0.1353352832366127_1
122,142,1_0.1353352832366127_0.1353352832366127_1
141,142,1_0.1353352832366127_0.1353352832366127_1
143,142,1_0.1353352832366127_0.1353352832366127_1
162,142,1_0.1353352832366127_0.1353352832366127_1
123,143,1_0.1353352832366127_0.1353352832366127_1
142,143,1_0.1353352832366127_0.1353352832366127_1
144,143,1_0.1353352832366127_0.1353352832366127_1
163,143,1_0.1353352832366127_0.1353352832366127_1
124,144,1_0.1353352832366127_0.1353352832366127_1
