15,13,-7.074737
15,14,-3.767268
15,16,-11.658496
15,17,-28.921368
15,18,-32.060563
15,19,-25.401702
15,20,-17.290796
15,21,-15.520501
15,22,-8.555613
15,23,-9.601781
15,24,-13.087645
15,25,-4.295235
16,1,-32.094139
16,2,-22.387803
16,3,-13.314141
16,4,-11.184071
16,5,-34.300799
16,6,-21.831993
16,7,-18.226750
16,8,-32.591690
16,9,-27.112121
16,10,-11.084656
16,11,-3.816843
16,12,-15.947689
16,13,-26.721898
16,14,-5.337105
16,15,-11.658496
16,17,-3.898116
16,18,-6.269825
16,19,-5.572588
16,20,-0.837402
16,21,-2.326214
16,22,-5.128503
16,23,-0.546712
16,24,-3.830229
16,25,-29.392674
17,1,-46.606077
17,2,-38.132081
17,3,-23.991969
17,4,-15.561256
17,5,-42.021089
17,6,-29.598477
17,7,-38.981453
17,8,-59.020663
17,9,-50.932890
17,10,-25.670250
17,11,-14.577043
17,12,-34.890679
17,13,-47.318475
17,14,-17.473606
17,15,-28.921368
17,16,-3.898116
17,18,-2.802484
17,19,-5.848270
17,20,-2.293105
17,21,-4.557693
17,22,-12.745276
17,23,-6.267301
17,24,-10.108178
17,25,-54.019643
18,1,-65.052637
18,2,-52.073786
18,3,-36.746011
18,4,-29.072336
18,5,-63.479757
18,6,-47.020234
18,7,-40.222601
18,8,-60.772210
18,9,-47.903426
18,10,-20.973678
18,11,-19.552104
18,12,-40.427995
18,13,-58.700483
18,14,-16.075434
18,15,-32.060563
18,16,-6.269825
18,17,-2.802484
18,19,-1.153134
18,20,-2.546578
18,21,-11.918172
18,22,-21.792398
18,23,-6.608322
18,24,-6.127472
18,25,-59.772326
19,1,-64.292309
19,2,-49.381646
19,3,-36.043006
19,4,-31.517822
19,5,-66.776622
19,6,-49.076312
19,7,-31.372248
19,8,-49.446477
19,9,-36.342237
19,10,-13.188660
19,11,-16.461227
19,12,-33.714910
19,13,-52.986532
19,14,-10.421673
19,15,-25.401702
19,16,-5.572588
19,17,-5.848270
19,18,-1.153134
19,20,-2.341367
19,21,-13.500179
19,22,-21.388233
19,23,-4.453137
19,24,-2.408587
19,25,-50.490244
20,1,-42.983042
20,2,-31.871596
20,3,-20.618218
20,4,-16.679353
20,5,-44.126533
20,6,-30.043476
20,7,-24.264601
20,8,-40.739814
20,9,-32.454805
20,10,-12.655092
20,11,-8.008087
20,12,-23.111970
20,13,-36.800682
20,14,-7.417262
20,15,-17.290796
20,16,-0.837402
20,17,-2.293105
20,18,-2.546578
20,19,-2.341367
20,21,-4.618345
20,22,-9.908794
20,23,-1.175900
20,24,-2.901722
20,25,-38.551377
21,1,-22.071383
21,2,-16.521121
21,3,-7.651995
21,4,-3.816256
21,5,-20.512708
21,6,-11.593354
21,7,-24.331212
21,8,-39.186288
21,9,-37.470250
21,10,-21.378890
21,11,-4.993266
21,12,-17.983401
21,13,-23.903055
21,14,-12.332634
21,15,-15.520501
21,16,-2.326214
21,17,-4.557693
21,18,-11.918173
21,19,-13.500179
21,20,-4.618345
21,22,-2.212672
21,23,-4.955816
21,24,-12.123165
21,25,-32.178977
22,1,-11.618721
22,2,-6.794560
22,3,-1.946874
22,4,-2.317971
22,5,-13.813973
22,6,-6.296997
22,7,-15.560517
22,8,-26.203137
22,9,-28.039700
22,10,-19.101694
22,11,-1.995193
22,12,-8.972383
22,13,-11.639438
22,14,-10.622634
22,15,-8.555613
22,16,-5.128503
22,17,-12.745276
22,18,-21.792398
22,19,-21.388233
22,20,-9.908794
22,21,-2.212672
22,23,-7.185366
22,24,-15.493216
22,25,-19.053496
23,1,-35.921273
23,2,-24.392612
23,3,-15.995797
23,4,-15.479985
23,5,-40.627401
23,6,-26.752700
23,7,-14.764140
23,8,-28.087561
23,9,-21.514567
23,10,-6.892998
23,11,-3.790816
23,12,-14.359605
23,13,-26.799978
23,14,-2.811758
23,15,-9.601781
23,16,-0.546712
23,17,-6.267301
23,18,-6.608322
23,19,-4.453137
23,20,-1.175900
23,21,-4.955816
23,22,-7.185366
23,24,-1.669406
23,25,-26.658965
24,1,-51.255598
24,2,-36.227750
24,3,-27.064811
24,4,-27.313810
24,5,-58.474532
24,6,-41.494820
24,7,-16.689443
24,8,-30.240660
24,9,-20.067578
24,10,-4.432211
24,11,-8.876781
24,12,-19.640460
24,13,-36.526397
24,14,-2.957907
24,15,-13.087645
24,16,-3.830229
24,17,-10.108178
24,18,-6.127472
24,19,-2.408587
24,20,-2.901722
24,21,-12.123165
24,22,-15.493216
24,23,-1.669406
24,25,-31.940506
25,1,-19.754122
25,2,-10.369427
25,3,-15.956822
25,4,-30.247469
25,5,-37.880137
25,6,-28.560379
25,7,-2.962151
25,8,-1.571970
25,9,-7.021454
25,10,-17.314614
25,11,-12.545585
25,12,-2.097112
25,13,-3.660563
25,14,-15.513523
25,15,-4.295235
25,16,-29.392674
25,17,-54.019643
25,18,-59.772326
25,19,-50.490244
25,20,-38.551377
25,21,-32.178977
25,22,-19.053496
25,23,-26.658965
25,24,-31.940506
